,filename,folder,typeset,scene,objectIsPart,objectPresence,_seg.png,_parts_1.png,_parts_2.png,_parts_3.png
31,['ADE_train_00000032.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
32,['ADE_train_00000033.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
33,['ADE_train_00000034.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
34,['ADE_train_00000035.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
35,['ADE_train_00000036.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
36,['ADE_train_00000037.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
37,['ADE_train_00000038.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
38,['ADE_train_00000039.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
39,['ADE_train_00000040.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
40,['ADE_train_00000041.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
41,['ADE_train_00000042.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
42,['ADE_train_00000043.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
43,['ADE_train_00000044.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
44,['ADE_train_00000045.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
45,['ADE_train_00000046.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
46,['ADE_train_00000047.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
47,['ADE_train_00000048.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
48,['ADE_train_00000049.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
49,['ADE_train_00000050.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
50,['ADE_train_00000051.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
51,['ADE_train_00000052.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
52,['ADE_train_00000053.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
53,['ADE_train_00000054.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
54,['ADE_train_00000055.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
55,['ADE_train_00000056.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
56,['ADE_train_00000057.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
57,['ADE_train_00000058.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
58,['ADE_train_00000059.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
59,['ADE_train_00000060.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
60,['ADE_train_00000061.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
61,['ADE_train_00000062.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
62,['ADE_train_00000063.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
63,['ADE_train_00000064.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
64,['ADE_train_00000065.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
65,['ADE_train_00000066.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
66,['ADE_train_00000067.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
67,['ADE_train_00000068.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
68,['ADE_train_00000069.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
69,['ADE_train_00000070.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
70,['ADE_train_00000071.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
71,['ADE_train_00000072.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
72,['ADE_train_00000073.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
73,['ADE_train_00000074.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
74,['ADE_train_00000075.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
75,['ADE_train_00000076.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
76,['ADE_train_00000077.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
77,['ADE_train_00000078.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
78,['ADE_train_00000079.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
79,['ADE_train_00000080.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
80,['ADE_train_00000081.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
81,['ADE_train_00000082.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
82,['ADE_train_00000083.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
83,['ADE_train_00000084.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
84,['ADE_train_00000085.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
85,['ADE_train_00000086.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
86,['ADE_train_00000087.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
87,['ADE_train_00000088.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
88,['ADE_train_00000089.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
89,['ADE_train_00000090.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
90,['ADE_train_00000091.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
91,['ADE_train_00000092.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
92,['ADE_train_00000093.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
93,['ADE_train_00000094.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
94,['ADE_train_00000095.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
95,['ADE_train_00000096.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
96,['ADE_train_00000097.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
97,['ADE_train_00000098.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
98,['ADE_train_00000099.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
99,['ADE_train_00000100.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
100,['ADE_train_00000101.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
101,['ADE_train_00000102.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
102,['ADE_train_00000103.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
103,['ADE_train_00000104.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
104,['ADE_train_00000105.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
105,['ADE_train_00000106.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
106,['ADE_train_00000107.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
107,['ADE_train_00000108.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
108,['ADE_train_00000109.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
109,['ADE_train_00000110.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
110,['ADE_train_00000111.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
111,['ADE_train_00000112.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
112,['ADE_train_00000113.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
113,['ADE_train_00000114.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
114,['ADE_train_00000115.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
115,['ADE_train_00000116.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
116,['ADE_train_00000117.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
117,['ADE_train_00000118.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
118,['ADE_train_00000119.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
119,['ADE_train_00000120.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
120,['ADE_train_00000121.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
121,['ADE_train_00000122.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
122,['ADE_train_00000123.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
123,['ADE_train_00000124.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
124,['ADE_train_00000125.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
125,['ADE_train_00000126.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
126,['ADE_train_00000127.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
127,['ADE_train_00000128.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
128,['ADE_train_00000129.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,True,False
129,['ADE_train_00000130.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
130,['ADE_train_00000131.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,False,False,False
131,['ADE_train_00000132.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
132,['ADE_train_00000133.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
133,['ADE_train_00000134.jpg'],['ADE20K_2016_07_26/images/training/b/bathroom'],1,['bathroom'],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],True,True,False,False
